srp,price_info,room_info,size_info,main_info,possession_info,nearby_places,Airport,Hospital,Market
srp-1462,₹45.8 L,"72, 3 BHK",,"₹45.8 L - 62.4 LEMI starts at ₹24.25 KUtkal Kamala Vihar3.72, 3 BHK Flats for sale in RasulgarhPossession DateOct, 2017Average Price₹4 K/sq.ftPossession StatusReady to MoveWith quality standards, every person who buys a home at Kamala Vihar will find something worth every penny spent. The homes have state-of-the-art amenities and features with some extra ordinary space. The rooms are aesthetically built and has a class, style which is unique and cannot be found elsewhere. For those who wish to see their dreams turn into reality, this is the right choice they can make. Enjoy t...more5","Possession DateOct, 2017Average Price",Kinder Joyis 0.4 km awaySaaol Heart Center | best Cardiology hospital in Bhubaneshwar | top Cardiology treatment in Bhubaneswaris 1.5 km awaymore...Utkal BuildersView PhoneContact Seller,No,Yes,No
srp-1463,₹36.96 L,"12, 3 BHK, 2 BHK, 3 BHK",0 sq.ft,"₹36.96 L - 47.36 LEMI starts at ₹19.57 KKhushi Harmony4.12, 3 BHK Flats for sale in RasulgarhPossession DateDec, 2016Average Price₹3.2 K/sq.ftPossession StatusReady to MoveKhushi Harmony is a project by Khushi Realcon in Bhubaneswar . It is a Ready to Move project. Khushi Harmony offers some of the most conveniently designed Apartment. Located in Rasulgarh, it is a residential project. It has 80 units. There are 2 buildings in this project. Khushi Harmony offers some of the most exclusive 2 BHK, 3 BHK. As per the area plan, units are in the size range of 1155.0 - 1480.0 sq.ft...more5","Possession DateDec, 2016Average Price",St. Xavier International Schoolis 0.5 km awayHi-Tech Medical Pandara Maa Tairini Nadia Raniis 1.8 km awaymore...Khushi RealconView PhoneContact Seller,No,Yes,No
srp-1464,₹13.0 L,"1, 2, 3 BHK",,"₹13.0 L - 33.28 LEMI starts at ₹6.88 KKalpana River View4.5RERA1, 2, 3 BHK Flats for sale in Pandav NagarPossession DateNov, 2014Average Price₹2.6 K/sq.ftPossession StatusReady to Move BJB Nagar is well-connected to other parts of city by road, which passes through the heart of this suburb. Prominent shopping malls, movie theatres, school, and hospitals are present in proximity of this residential project.more5","Possession DateNov, 2014Average Price",D-STYLO ACADEMY OF DANCEis 0.1 km awayMedcare Hospital & Research Centeris 0.2 km awaymore...KCKalpana ConstructionsView PhoneContact Seller,No,Yes,No
srp-1465,₹28.35 L,"2, 3 BHK, 2 BHK, 3 BHK",0 sq.ft,"₹28.35 L - 32.94 LEMI starts at ₹15.01 KBasera Aangan2, 3 BHK Flats for sale in PatiaPossession DateDec, 2016Average Price₹2.7 K/sq.ftPossession StatusReady to MoveBasera Designs Pvt Ltd has lauched Basera Aangan in Patia, Bhubaneswar . The project was launched in December 2013. It offers Ready to Move units. Popular configurations include 2 BHK, 3 BHK units. As per the area plan, units are in the size range of 1050.0 - 1220.0 sq.ft.. There are 85 units in Basera Aangan. Overall, there are 3 buildings. The possession date of Basera Aangan is Dec, 2016. The address of ...more5","Possession DateDec, 2016Average Price","Bachpan Play School, Patiais 0.6 km awayPathogen Diagnosticsis 0.8 km awaymore...Basera Designs Pvt LtdView PhoneContact Seller",No,No,No
srp-1466,₹25.08 L,"11, 2, 3 BHK, 1 BHK, 2 BHK, 3 BHK",0 sq.ft,"₹25.08 L - 59.28 LEMI starts at ₹13.28 KStarlite Sunny Citadel11, 2, 3 BHK Flats for sale in Gajapati NagarPossession DateJul, 2013Average Price₹3 K/sq.ftPossession StatusReady to MoveBhubaneswar 's residential project, Starlite Sunny Citadel is offering property for sale. Check out some Apartment. Available configurations include 1 BHK, 2 BHK, 3 BHK formats in Gajapati Nagar. It is a Ready to Move project by Starlite Group. As per the area plan, units are in the size range of 836.0 - 1976.0 sq.ft.. Starlite Sunny Citadel was launched in January 2012 and possession date is Jul, 2013. The...more5","Possession DateJul, 2013Average Price",Regional College of Managementis 1 km awayKalinga Hospital Ltd.is 0.5 km awaymore...Starlite GroupView PhoneContact Seller,No,Yes,No
srp-1467,₹51.24 LEMI,"3 BHK, 3 BHK",0 sq.ft,"₹51.24 LEMI starts at ₹27.13 KPDN Khandagiri Udyan3 BHK Flat for sale in KhandagiriPossession DateSep, 2013Average Price₹2.8k/sq.ftPossession StatusReady to MovePDN Developers has lauched PDN Khandagiri Udyan in Khandagiri, Bhubaneswar . The project was launched in March 2012. It offers Ready to Move units. Popular configurations include 3 BHK units. As per the area plan, units are in the size of 1830.0 sq.ft.. There are 27 units in PDN Khandagiri Udyan. Overall, there is 1 building. The possession date of PDN Khandagiri Udyan is Sep, 2013. The address of PDN Khand...more5","Possession DateSep, 2013Average Price",Cuemath Online Tution Centeris 1.9 km awayNirvana Eye Hospitalis 1.1 km awaymore...PDN Developers Pvt LtdView PhoneContact Seller,No,Yes,No
srp-1468,,"3, 4 BHK, 3 BHK, 4 BHK","2200 sq.ft, 0 sq.ft","Price on RequestJB Twins3, 4 BHK Villas for sale in BenupurPossession DateDec, 2021Possession StatusReady to MoveSizes1850 - 2200 sq.ft.Check out this residential project for sale by J B Assets Pvt Ltd in Benupur, Bhubaneswar . JB Twins offers Villa as property type. The project has been developed in an area of 2.5 Acres. It is currently Under Construction. Available configurations include 3 BHK, 4 BHK. As per the area plan, units are in the size of 1850.0 sq.ft.. JB Twins possession is Dec, 2021. The address of JB Twins is Balianta.At JB T...more5","Possession DateDec, 2021Possession StatusReady to MoveSizes1850 ",Andilo Primary Schoolis 1.6 km awayHi-tech Medical College and Hospitalis 5.3 km awaymore...J B Assets Pvt LtdView PhoneContact Seller,No,Yes,No
srp-1469,₹44.45 L,5 BHK,,"₹44.45 L - 68.25 LEMI starts at ₹23.54 KBasera Impression Plus32, 3, 3.5 BHK Flats for sale in ChandrasekharpurPossession DateApr, 2015Average Price₹3.5 K/sq.ftPossession StatusReady to Move Situated in Bhubaneswar at Patia, this project is under construction with possession scheduled in possession on Apr 15. There are various amenities in Impression Plus with Landscaped Gardens, Gymnasium, Others, 24 X 7 Security, Intercom . Located close to prominent suburbs of Bhubaneswar, has prominent schools and hospitals within a close distance.more5","Possession DateApr, 2015Average Price",ST XAVIER'S High School (Group Of Schools)is 0.6 km awayPathogen Diagnosticsis 0.5 km awaymore...Basera Designs Pvt LtdView PhoneContact Seller,No,No,No
srp-1470,₹33.51 L,"2, 3 BHK, 2 BHK, 3 BHK",0 sq.ft,"₹33.51 L - 46.25 LEMI starts at ₹17.74 KNeelanchal Mahadev Avenue2, 3 BHK Flats for sale in RasulgarhPossession DateDec, 2016Average Price₹3.25 K/sq.ftPossession StatusReady to MoveLooking for Apartment in Rasulgarh, Bhubaneswar ?. Neelanchal Mahadev Avenue is a project by Neelachal Build Tech & Resorts. The project is offering 2 BHK, 3 BHK. It is set in 1.5 Acres. Neelanchal Mahadev Avenue is a Ready to Move residential project. There are 155 units. There are 3 buildings in this project. As per the area plan, units are in the size range of 1031.0 - 1423.0 sq.ft.. Neelanchal Mahadev A...more5","Possession DateDec, 2016Average Price",Kinder Joyis 0.4 km awaySaaol Heart Center | best Cardiology hospital in Bhubaneshwar | top Cardiology treatment in Bhubaneswaris 1.6 km awaymore...Neelachal Build Tech & ResortsView PhoneContact Seller,No,Yes,No
srp-1471,₹19.73 L,"52 BHK, 2 BHK",0 sq.ft,"₹19.73 L - 23.14 LEMI starts at ₹10.45 KExcellent Residency52 BHK Flat for sale in PokhariputPossession DateJan, 2015Average Price₹2.2 K/sq.ftPossession StatusReady to MoveLooking for Apartment in Pokhariput, Bhubaneswar ?. Excellent Residency is a project by Excellent Estcon Pvt. Ltd. The project is offering 2 BHK. Excellent Residency is a Ready to Move residential project. There are 50 units. There are 2 buildings in this project. As per the area plan, units are in the size range of 897.0 - 1052.0 sq.ft.. Excellent Residency is located in Pokhariput Dav School, Lingaraj Sta...more5","Possession DateJan, 2015Average Price",My MADis 0.3 km awaySundarpada Hospitalis 1.4 km awaymore...EEExcellent Estcon Pvt. LtdView PhoneContact Seller,No,Yes,No
srp-1472,,"62, 3 BHK, 2 BHK, 3 BHK","1100 sq.ft, 0 sq.ft","Price on RequestKrishna Mansion4.62, 3 BHK Flats for sale in JharapadaPossession DateSep, 2008Possession StatusReady to MoveSizes890 - 1100 sq.ft.Property for sale in Jharapada, Bhubaneswar . This project, that is, Krishna Mansion is a well designed project by Krishna Group. It is offering Ready to Move units. If you are looking at Apartment, you should check out Krishna Mansion. Available configurations include 2 BHK, 3 BHK. As per the area plan, units are in the size of 890.0 sq.ft.. Krishna Mansion was launched in November 2006. Project possession...more5","Possession DateSep, 2008Possession StatusReady to MoveSizes890 ",Jharapada High Schoolis 0.2 km awayUPHC Jharapadais 0.3 km awaymore...Krishna GroupView PhoneContact Seller,No,No,No
srp-1473,₹66.3 L,"2, 3 BHK",,"₹66.3 L - 96.46 LEMI starts at ₹35.11 KKhushi Prestige2, 3 BHK Flats for sale in NayapalliPossession DateMar, 2018Average Price₹5.2 K/sq.ftPossession StatusReady to MoveSituated in Bhubaneswar at Nayapalli, Prestige is a residential development launched by Khushi Realcon. This project is under construction with possession scheduled in possession on Mar 18. This project provides a vast range of amenities including Others, Vaastu Compliant, Rain Water Harvesting, Others, Others. Prominent suburbs of Bhubaneswar are close by and with several schools, hospitals, banks and offi...more5","Possession DateMar, 2018Average Price",Aaramv Academyis 0.1 km awaySimpleeKare Healthis 0.4 km awaymore...Khushi RealconView PhoneContact Seller,No,No,No
srp-1474,₹45.72 LEMI,"3 BHK, 3 BHK",0 sq.ft,"₹45.72 LEMI starts at ₹24.21 KJJ RajshikharBy  JJ Group3 BHK Flat for sale in PatiaPossession DateDec, 2018Average Price₹3.0k/sq.ftPossession StatusReady to MoveResidential project, JJ Rajshikhar in Bhubaneswar  is offering units for sale in Patia. Check out some Apartment that suit your lifestyle and liking. Possession date of JJ Rajshikhar is Dec, 2018. The property offers 3 BHK units. As per the area plan, units are in the size of 1524.0 sq.ft.. This residential project was launched in February 2017. It has 32 units. There are 2 buildings in this project. Contac...more5","Possession DateDec, 2018Average Price","SWAYAMSHREE CHESS HUB, PATIA, BHUBANESWARis 0.1 km awayThe BrainTreeis 0.2 km awaymore...JGJJ GroupDeveloperView PhoneContact Developer",No,No,No
srp-1475,,"3 BHK, 3 BHK","1369 sq.ft, 0 sq.ft","Price on RequestSai Roshan HomesBy  Sai Roshan Infrastructure3 BHK Flat for sale in PatiaSizes1369 sq.ft.LocalityPatia, Bhubaneswar Looking for Apartment in Patia, Bhubaneswar ?. Sai Roshan Homes is a project by Sai Roshan Infrastructure. The project is offering 3 BHK. As per the area plan, units are in the size of 1369.0 sq.ft.. Sai Roshan Homes is located in Patia.Sai Roshan Homes offers a host of facilities for residents. This includes Power Backup. Other provisions include access to Maintenance Staff, The property is has Fire Sprink...more5",,SIKSHADAAN INTERNATIONAL SCHOOLis 1.7 km awayThe BrainTreeis 1 km awaymore...SRSai Roshan InfrastructureDeveloperView PhoneContact Developer,No,No,No
srp-1476,,"2, 3 BHK",1366 sq.ft,"Price on RequestGopinath ComplexBy  Gopinath Construction Pvt Ltd2, 3 BHK Flats for sale in EbarangaSizes1214 - 1366 sq.ft.LocalitySundarpada, Bhubaneswar Located near Sundarpada in Bhubaneswar, Complex is an upcoming residential project from Gopinath Construction. The project ready-to-move and offers all lifestyle facilities that make for a comfortable lifestyle. Restaurants, banks, hospitals, ATMs and schools are all within the vicinity, making everyday life easy. Sundarpada is also well-connected by public transport with other parts of Bhubaneswar.more5",,"Kalinga Vidyapeeth, Sundarpadais 0.4 km awaySalamatak Healthcare and Fertility Centeris 0.2 km awaymore...GCGopinath Construction Pvt LtdDeveloperView PhoneContact Developer",No,No,No
srp-1477,₹9.9 L,,"1200 sq.ft, 0 sq.ft, 0 sq.ft","₹9.9 L - 19.8 LEMI starts at ₹5.24 KLavanya Kantabada5By  Lavanya TrimulaResidential Plots for sale in GhangapatnaPlot area1200 sq.ftAverage Price825.0/sq.ftPrice₹9.9 LLavanya Kantabada is a residential plot by Lavanya Trimula. This plot is available for sale in Ghangapatna, Bhubaneswar . This project offers plots in various sizes. The minimum plot size is 1200.0 sq.ft. and the maximum size is 2400.0 sq.ft.. The address of Lavanya Kantabada is Bhagabatipur.Lavanya Kantabada ensures a coveted lifestyle and offers a convenient living. It offers facilities such as Power Back...more5",,"Kantabad Schoolis 2.6 km awaySPARSH HOSPITAL, KANTABADAis 1.7 km awaymore...LTLavanya TrimulaDeveloperView PhoneContact Developer",No,Yes,No
srp-1478,,,"1200 sq.ft, 0 sq.ft","Price on RequestJPRS Palav GreenBy  JPRS Housing and InfraprojectsResidential Plots for sale in HanspalPlot area1200 sq.ftCorner PlotNoParkingNoJPRS Palav Green is a residential plot by JPRS Housing and Infraprojects. This plot is available for sale in Hanspal, Bhubaneswar . The plot area is 1200.0 sq.ft.. There are 48 units in JPRS Palav Green. The address of JPRS Palav Green is Hanspal.JPRS Palav Green ensures a coveted lifestyle and offers a convenient living.  There is 24x7 Security. Other provisions include access to Landscaping & Tree Plantin...more5",,Odisha State Brigade Schoolis 0.3 km awayHi-Tech Medical Pandara Maa Tairini Nadia Raniis 2.3 km awaymore...JHJPRS Housing and InfraprojectsDeveloperView PhoneContact Developer,No,Yes,No
srp-1479,₹48.99 L,"5 BHK, 5 BHK",0 sq.ft,"₹48.99 L - 51.55 LEMI starts at ₹25.94 KMetro Satellite City 3By  Metro Group2.5 BHK Flat for sale in HanspalPossession DateMay, 2018Average Price₹4.12 K/sq.ftPossession StatusReady to MoveBhubaneswar 's residential project, Metro Satellite City 3 is offering property for sale. Check out some Apartment. Available configurations include 2.5 BHK formats in Hanspal. It is a Ready to Move project by Metro Group Bhubaneswar. As per the area plan, units are in the size range of 1188.0 - 1250.0 sq.ft.. There are 172 units in Metro Satellite City 3. Metro Satellite City 3 is located in Puri Canal Roa...more5","Possession DateMay, 2018Average Price",Odisha State Brigade Schoolis 0.3 km awayHi-Tech Medical College & Hospitalis 2.4 km awaymore...MGMetro GroupDeveloperView PhoneContact Developer,No,Yes,No
srp-1480,,,1500 sq.ft,"Price on RequestInfovalleyBy  Reputed BuilderResidential Plots for sale in TamandoPlot area1500 sq.ftCorner PlotNoParkingNoBuyers interested in owning a residential plot in Patrapada, Bhubaneswar can buy a plot in prime project Infovalley. The project is built on an area of 2 acres and is offering residential plots in the range of 1499 to 2400 sq ft. All the amenities which are essential for comfort of living are available in the housing. Owners of the plots which are put up for sale can be contacted for purchasing a plot in In...more5",,Ajay Higher Secondary Schoolis 0.7 km awaySmart City Smilesis 5.8 km awaymore...Reputed BuilderDeveloperView PhoneContact Developer,No,No,No
srp-1481,,,1500 sq.ft,"Price on RequestDhamBy  Narayan Agencies & Estate Pvt. Ltd.Residential Plots for sale in PitapalliPlot area1500 sq.ftCorner PlotNoParkingNoNarayan Dham is a prime project developed by real estate company Narayan Agencies and Estates, it is located in Khordha, Bhubaneswar. The project is offering residential plots of varying sizes. Area of the plots is in the range of 1500 to 2400 sq ft. It is a gated community providing safety and security to the residents. Landscaped gardens and other amenities which provide comfort of living are available in...more5",,"Mahendra Institute of Management and Technical Studies (MIMTS)is 0.8 km awayKeya Fertility IVF & Ultrasound , Khordha , Ganjam , Brahmapuris 3.1 km awaymore...Narayan Agencies & Estate Pvt. Ltd.DeveloperView PhoneContact Developer",No,No,No
srp-1482,,,"1200 sq.ft, 0 sq.ft, 0 sq.ft","Price on RequestSai Sai Ashiyana1By  Sai Darabara Infratech Pvt LtdResidential Plots for sale in PatharagadiaPlot area1200 sq.ftCorner PlotNoParkingNoSai Sai Ashiyana is a residential plot by Sai Darabara Infratech Pvt Ltd. This plot is available for sale in Patharagadia, Bhubaneswar . This project offers plots in various sizes. The minimum plot size is 1200.0 sq.ft. and the maximum size is 2700.0 sq.ft.. There are 84 units in Sai Sai Ashiyana. The address of Sai Sai Ashiyana is Patia.Sai Sai Ashiyana ensures a coveted lifestyle and offers a convenient l...more5",,Prasanti Vihar Project U. P. Vidyalayais 2.6 km awayRehabilitation and Palliative Careis 5.7 km awaymore...SDSai Darabara Infratech Pvt LtdDeveloperView PhoneContact Developer,No,No,No
srp-1483,,"3 BHK, 3 BHK","1480 sq.ft, 0 sq.ft","Price on RequestMahavir Badshah EnclaveBy  Mahavir Associates and Home Creation3 BHK Flat for sale in ChandrasekharpurSizes1434 - 1480 sq.ft.LocalityChandrasekharpur, Bhubaneswar Mahavir Badshah Enclave is a project by Mahavir Associates and Home Creation in Bhubaneswar . Mahavir Badshah Enclave offers some of the most conveniently designed Apartment. Located in Chandrasekharpur, it is a residential project. It has 6 units. There is 1 building in this project. Mahavir Badshah Enclave offers some of the most exclusive 3 BHK. As per the area plan, units are in the size of 1434.0 sq.ft...more5",,"DAV PUBLIC SCHOOLis 1.8 km awayUPHC, CHANDRASEKHAR PURis 2.3 km awaymore...MAMahavir Associates and Home CreationDeveloperView PhoneContact Developer",No,No,No
srp-1484,,"2, 3 BHK",1500 sq.ft,"Price on RequestKeshari PlazaRERABy  Keshari Estate Pvt Ltd2, 3 BHK Flats for sale in DumdumaSizes987 - 1500 sq.ft.LocalityDumduma, Bhubaneswar Keshari Estate has launched Plaza, a residential housing project located in Bhubaneswar at Dumduma. Plaza is in close proximity to many reputed schools and hospitals. Bhubaneswar is a prime area, with many attractions work and recreational options just a drive away.more5",,Sri Satya Sai Vidyalayais 0.6 km awayUCHC Dumudumais 0.6 km awaymore...KEKeshari Estate Pvt LtdDeveloperView PhoneContact Developer,No,No,No
